DataSpaceName,Status,ActivationId,ActivationName,entityName,Fieldname
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000036SHUAY,PJ_CA_46861,ssot__Individual__dlm,ssot__Id__c
,,85RbJ00000036thUAA,REDE_CA_46903M2,Ponto_de_Venda_Rede__dlm,cod_chav_unic_rgto__c
,,85RbJ00000036TtUAI,CARTOES - REGULATORIO 2,Cadastro_Cartao_de_Credito__dlm,id__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_prod_ccre__c
,,,,,Nome_Produto_Parceiro__c
,,,,Protocolo_Abertura_Estorno__dlm,cod_tipo_tmpe__c
,,,,,dat_copr__c
,,,,,id_ref_copr__c
,,,,,ind_docm_necr__c
,,,,,nom_des_atvd__c
,,,,,nom_des_docm_necr__c
,,,,,nom_des_mdld__c
,,,,,nom_des_ocor_pdro__c
,,,,,nom_estb__c
,,,,,nom_prod__c
,,,,,nom_tipo_abet__c
,,,,,num_4_ulti_digt_crto__c
,,,,,num_cont_chps__c
,,,,,num_prod__c
,,,,,num_slct_mc__c
,,,,,num_soli_cnts__c
,,,,,qtd_abrt_mc__c
,,,,,qtd_abrt_soli__c
,,,,,txt_vlr_copr__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,85RbJ00000036vJUAQ,REDE_CA_46903M3,Ponto_de_Venda_Rede__dlm,cod_chav_unic_rgto__c
,,85RbJ00000036VVUAY,REDE_CA_46933,Ponto_de_Venda_Rede__dlm,cod_chav_unic_rgto__c
,,85RbJ00000036YjUAI,S01428_SUP_AF_PF_CC_RLC_EPW_XX4_CCOR,Investimento_Suitability__dlm,des_stat_stby_clie__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,Data_Abertura_Conta__c
,,,,,Data_Ultimo_Movimento_Conta_Corrente__c
,,,,,id__c
,,,,,Ind_Cta_Person_PCM_sem_Movimentao__c
,,85RbJ00000037bFUAQ,PJ_CA_46990,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85RbJ00000037crUAA,PCM_PF_CA-0047005_235873,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000037EfUAI,PCM_PF_MELHORCONVERSA_CA-00000_SF000000_VAN_eleg,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000037eTUAQ,PJ_CA_47090,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85RbJ00000037GHUAY,Minhas_Vantagens_Uso_de_Benef_IU,Programa_Minhas_Vantagens__dlm,ind_acei_clie__c
,,,,,N_mero_N_vel_Cliente_Texto__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85RbJ00000037hhUAA,CONTA CORRENTE - INFORMATIVO,Meta_Financeira_Saldo__dlm,nom_icne_meta_finn_1__c
,,,,ssot__Individual__dlm,Idade__c
,,,,,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,id__c
,,85RbJ00000037HtUAI,Minhas_Vantagens_Uso_de_Benef_IU,Programa_Minhas_Vantagens__dlm,ind_acei_clie__c
,,,,,N_mero_N_vel_Cliente_Texto__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85RbJ00000037jJUAQ,REDE_CA_47082,Ponto_de_Venda_Rede__dlm,cod_chav_unic_rgto__c
,,85RbJ00000037L7UAI,PCM_PF_MELHORCONVERSA_CA-00000_SF000000_VAN_eleg_desc,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000037MjUAI,PCM_PJ_MELHORCONVERSA_CA-0047145_SF146908_1,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,Melhor_Conversa_Sob_Medida_PJ__dlm,ind_cvsa_onbo__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,85RbJ00000037o9UAA,REDE_CA_47081,Ponto_de_Venda_Rede__dlm,cod_chav_unic_rgto__c
,,85RbJ00000037OLUAY,PF_CA-0034527_IU_EM_SM_PS,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85RbJ00000037plUAA,Campanhas Contestacao,Aceite_Cliente_Comunica_o__dlm,num_tel_tnnt_pfis__c
,,,,Cadastro_Cartao_de_Credito__dlm,id__c
,,,,,ind_tipo_bloq_crto__c
,,,,,ind_titr_ccre__c
,,,,Comunicacao_Retorno_Contestacao__dlm,COD_ACAO__c
,,,,,COD_MOT_ACAO__c
,,,,,COD_PROD__c
,,,,,COD_TIPO_TMPE__c
,,,,,DAT_ACAO__c
,,,,,DAT_COPR__c
,,,,,DAT_PSST_ESZO__c
,,,,,DES_ACAO__c
,,,,,DES_MOTI_ACAO__c
,,,,,NOM_ESTB__c
,,,,,NUM_4_ULTI_DIGT_CRTO__c
,,,,,NUM_CCCR__c
,,,,,NUM_SEQU_ACAO__c
,,,,,NUM_SOLI_V2__c
,,,,,QTD_DSTO_SOLI_DATA_ACAO__c
,,,,,QTD_PRSO_ATND_DAT_ACAO__c
,,,,,QTD_PRSO_CRED_ESTB_DAT_ACAO__c
,,,,,QTD_PRSO_DAT_ACAO__c
,,,,,QTD_PRSO_MLTA_COPR_DAT_ACAO__c
,,,,,QTD_PRSO_NEGD_DAT_ACAO__c
,,,,,TXT_DAT_COPR__c
,,,,,TXT_VLR_COPR__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_prod_ccre__c
,,,,,ind_stat_cont_norl__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,85RbJ00000037PxUAI,PCM_PJ_MELHORCONVERSA_CA-0047145_236689,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,Melhor_Conversa_Sob_Medida_PJ__dlm,ind_cvsa_onbo__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,85RbJ00000037rNUAQ,PJ_CA_47326,ssot__Individual__dlm,ssot__Id__c
,,85RbJ00000037RZUAY,Campanhas Contestacao,Cadastro_Cartao_de_Credito__dlm,id__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_badr_prod_crto__c
,,,,,cod_prod_ccre__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,Protocolo_Abertura_Estorno__dlm,cod_tipo_tmpe__c
,,,,,dat_copr__c
,,,,,dat_inio_soli__c
,,,,,ind_docm_necr__c
,,,,,nom_des_atvd__c
,,,,,nom_des_docm_necr__c
,,,,,nom_estb__c
,,,,,nom_tipo_abet__c
,,,,,num_4_ulti_digt_crto__c
,,,,,num_cont_chps__c
,,,,,num_slct_mc__c
,,,,,num_soli_cnts__c
,,,,,qtd_abrt_mc__c
,,,,,qtd_abrt_soli__c
,,,,,txt_vlr_copr__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,85RbJ00000037szUAA,Investimentos - Seed,Classificacao_Perfil_Investidor__dlm,COD_GRUP_JORN__c
,,,,,nom_grup_perf_invd__c
,,,,info_cada_itau_crrt__dlm,dat_cada_bvsp__c
,,,,Info_Cadastral_Especialista_Conta_PC__dlm,ind_clie_ativ__c
,,,,,nom_epct_invt__c
,,,,Info_Ciclo_Vida_Investidor_Grupo_Squ__dlm,ind_clie_migd__c
,,,,,nom_group_squad__c
,,,,Informacao_Vencimento_Otimizacao__dlm,dat_maor_vcto__c
,,,,,dat_maor_vcto_cont__c
,,,,,nom_maor_vcto__c
,,,,,vlr_maor_vcto__c
,,,,Investimento_Suitability__dlm,cod_perf_clie__c
,,,,,dat_fim_vige__c
,,,,,des_stat_stby_clie__c
,,,,,ind_cslt_trna_enqu_perf_stby__c
,,,,,ind_trmo_invd_qlfd__c
,,,,Posio_Investimento_Consolidado_v2__dlm,Valor_Corretora__c
,,,,,Valor_Fundo_Investimento__c
,,,,,Valor_Investimento_Ita__c
,,,,,Valor_Poupana__c
,,,,,Valor_Previdncia__c
,,,,,Valor_Tesouraria__c
,,,,ssot__Individual__dlm,Idade__c
,,,,,Primeiro_Nome__c
,,,,,Ultimo_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,Valor_Risco_Custodia_Remunerada__dlm,NOM_PRIN_PAPE__c
,,85RbJ00000037TBUAY,CARTOES - CORRENTISTAS,Boletos_em_Aberto_Pessoa_Fisica__dlm,Codigo_Barras_Proximo_Vencimento_Boleto__c
,,,,,dat_vcto_bole__c
,,,,,Data_Proximo_Vencimento_Boleto_Texto__c
,,,,,Nome_Cedente_Proximo_Vencimento_Boleto__c
,,,,,Valor_Proximo_Vencimento_Boleto_Texto__c
,,,,Info_Cada_Gerente_Conta_Visao_Pessoa__dlm,cod_sgto_cont_core_clie__c
,,,,ssot__Individual__dlm,ssot__Id__c
,,85RbJ00000037ubUAA,TESTE SUBIDA DE BASE,ssot__Individual__dlm,ssot__Id__c
,,85RbJ00000037UnUAI,PJ_CA_46622,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85RbJ00000037WPUAY,PCM_PF_CA-0047005_235871,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000037Y1UAI,PCM_PF_CA-0047005_235872,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000037zRUAQ,PJ_CA_47269_EMPS,ssot__Individual__dlm,ssot__Id__c
,,85RbJ00000038aXUAQ,TESTE-MAJANUI-CARTAOPJ-16042025,Cadastro_Cartao_de_Credito__dlm,id__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Cdigo_Administradora_Carto__c
,,,,,cod_prod_ccre__c
,,,,,Codigo_Tabela_Anuidade_Cartao__c
,,,,,Codigo_Tabela_Desconto__c
,,,,,Data_Abertura_Conta__c
,,,,,Data_Anuidade_Cart_o__c
,,,,,Nmero_CHPRAS__c
,,,,TBHF9287_RLMT_CLIE_VANT_PJUR__dlm,NUM_NIVE_VGNT_MMAT_2__c
,,85RbJ00000038dlUAA,PJ_CA_47095,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85RbJ00000038DxUAI,CONTA CORRENTE - COMBINAQUI,Info_Cada_Gerente_Conta_Visao_Pessoa__dlm,cod_sgto_cont_core_clie__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85RbJ00000038fNUAQ,TESTE ISA WPP,Cadastro_Cartao_de_Credito__dlm,id__c
,,,,informa_o_Cadastral_CHPRAS__dlm,nom_prod_extn__c
,,85RbJ00000038FZUAY,PCM_PF_MELHORCONVERSA_CA-0047156_236632,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038gzUAA,PJ_CA_47375,ssot__Individual__dlm,ssot__Id__c
,,85RbJ00000038HBUAY,CARTOES - MAGALU,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85RbJ00000038ibUAA,PCM_PF_MELHORCONVERSA_CA-0047236_237117,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038InUAI,PCM_PF_MELHORCONVERSA_CA-0047156_236633,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038kDUAQ,PCM_PF_MELHORCONVERSA_CA-0047236_237119,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038KPUAY,PCM_PF_MELHORCONVERSA_CA-0046771_235257,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038lpUAA,PCM_PF_MELHORCONVERSA_CA-0047236_237120,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038M1UAI,PCM_PF_MELHORCONVERSA_CA-0047156_236634,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038NdUAI,PCM_PF_MELHORCONVERSA_CA-0047156_SF146957,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038nRUAQ,PJ_CA_47298,ssot__Individual__dlm,ssot__Id__c
,,85RbJ00000038p3UAA,PF_IS_REN_NEGATIVACAO_IAIU,Aceite_Cliente_Comunicacao__dlm,num_tel_tnnt_rene__c
,,,,Contatos_Pessoa__dlm,nom_enem__c
,,,,Melhor_Conversa_Horizontal__dlm,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,Origem_Reneg_Atraso_Mais_Longo__cio,num_dia_atrs__c
,,,,ssot__Individual__dlm,C_digo_Grupo_Controle_Universal__c
,,,,,IdPessoa__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85RbJ00000038PFUAY,PCM_PF_MELHORCONVERSA_CA-0047156_SF146959,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038QrUAI,PCM_PF_MELHORCONVERSA_CA-0047156_SF146958,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85RbJ00000038sHUAQ,PJ_CA_47242_EMPS,ssot__Individual__dlm,ssot__Id__c
,,85RbJ00000038STUAY,PCM_PF_MELHORCONVERSA_CA-0046771_SF145953,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
