DataSpaceName,Status,ActivationId,ActivationName,entityName,Fieldname
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_vrne_ccre_atul__c
,,,,,Dias_Abertura_Conta__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjgnUAC,PF_CA-0027816_JOI_ATIVACAO_AZUL,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,dias_soli_desblo_cart__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_vrne_ccre_atul__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjgrUAC,PF_CA-0028008_JOI_INATIVIDADE_AZUL,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_vrne_ccre_atul__c
,,,,,Dias_da_ltima_compra__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjgwUAC,PF_CA-0027938_JOI_ENGAJAMENTO_AZUL,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_badr_prod_crto__c
,,,,,cod_vrne_ccre_atul__c
,,,,,Dias_Prim_Comp__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjH3UAK,PCM_PF_CA-0031405_SF101354,informa_o_Cadastral_CHPRAS__dlm,cod_prod_ccre__c
,,,,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85R4X000000XjH8UAK,PF_IS_CRT_VENDA1CARTAO_DMC_IA,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjHcUAK,PF_IS_CRT_VENDA2CARTAOPA15K_DMC_IP,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjHDUA0,PF_IS_CRT_VENDA1CARTAO_DMC_IU,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjHIUA0,PF_IS_CRT_VENDA1CARTAOBLACK_DMC_IU,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjHNUA0,PF_IS_CRT_VENDA1CARTAOPA5K_DMC_IP,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjHSUA0,PF_IS_CRT_VENDA1CARTAOPA15K_DMC_IP,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjiOUAS,PF_CA0028746_JOI_ENGAJAMENTO_ITAU,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_badr_prod_crto__c
,,,,,Dias_Prim_Comp__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000Xjj7UAC,PF_CA0027608_JOI_DESBLOQUEIO_LATAM,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_vrne_ccre_atul__c
,,,,,Dias_Abertura_Conta__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjjHUAS,PF_CA0028300_ACELERADOR_ITAU_EM_PS,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjjMUAS,PF_CA0028300_ACELERADOR_ITAU_SMS,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjjRUAS,PF_CA0027819_JOI_ATIVACAO_LATAM,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,dias_soli_desblo_cart__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_vrne_ccre_atul__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjjvUAC,PF_CA0031314_IP_EM_PS,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjjWUAS,PF_CA0028014_JOI_INATIVIDADE_LATAM,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_vrne_ccre_atul__c
,,,,,Dias_da_ltima_compra__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjK7UAK,PJ_CA_31556,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjkKUAS,PF_CA0032082 _ION_EM_PS,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XjKlUAK,PF_IS_REN_PARCELAS_ATRASO_IA,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjKmUAK,PF_IS_REN_PARCELAS_ATRASO_IU,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjkPUAS,CONTACARTAO_CROSSFEAT_MAISCONTA_ALTA,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjkUUAS,CONTACARTAO_CROSSFEAT_MAISCONTA_MEDIA,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjKWUA0,CART_OPTIN_WHATSAPP,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XjkyUAC,CONTACARTAO_CROSSFEAT_MAISCONTA_BAIXA,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjkZUAS,icarros_sellerpf_golpewpp,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjL5UAK,PF_IS_REN_PARCELAS_ATRASO_IP,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XjmLUAS,PCM_PJ_MELHORCONVERSA_CA-0031469_SF101783,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,85R4X000000XjNaUAK,NCC_CA0030863_CREDICARD,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjneUAC,PF_IS_CRE_RENOVACAOCREDIARIO_IAIUIP,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjNkUAK,NCC_CA0030863_LUIZA,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjNQUA0,NCC_CA0030863_ITAU,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjNRUA0,NCC_CA0030863_HIPERCARD_PONTUAL,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjO4UAK,PF_CA0031440_IAIUIP,ssot__Individual__dlm,Codigo_Segmento_Conta_Prioritaria__c
,,,,,GC_Universal__c
,,,,,Nome_Segmento__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjolUAC,CONTACARTAO_CROSSFEAT_MEDIA,Portfolio_de_Propensao_Cartoes__cio,Nome_Portfolio__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjoWUAS,CONTACARTAO_CROSSFEAT_BAIXA,Portfolio_de_Propensao_Cartoes__cio,Nome_Portfolio__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000Xjp5UAC,CONTACARTAO_CROSSFEAT_ALTA,Portfolio_de_Propensao_Cartoes__cio,Nome_Portfolio__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjpeUAC,CONTACARTAO_CROSSFEAT_MAISCARTAO_MEDIA,Portfolio_de_Propensao_Cartoes__cio,Nome_Portfolio__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjpjUAC,CONTACARTAO_CROSSFEAT_MAISCARTAO_ALTA,Portfolio_de_Propensao_Cartoes__cio,Nome_Portfolio__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjpUUAS,CONTACARTAO_CROSSFEAT_MAISCARTAO_BAIXA,Portfolio_de_Propensao_Cartoes__cio,Nome_Portfolio__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,ssot__Id__c
,,85R4X000000XjQeUAK,CONTRATACAO_CREDITO_CP,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XjraUAC,NCC_MADONA_PROMO,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjRmUAK,PF_CA0030880_MIDIA_IU,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,Relacionamento_Ita_CPF_Anal_tico__dlm,cod_sexo__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,Sigla_Estado_Cliente__c
,,,,,ssot__Id__c
,,,,,Ultimo_Nome__c
,,85R4X000000XjRrUAK,PF_CA0030880_MIDIA_IP,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,Relacionamento_Ita_CPF_Anal_tico__dlm,cod_sexo__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,Sigla_Estado_Cliente__c
,,,,,ssot__Id__c
,,,,,Ultimo_Nome__c
,,85R4X000000XjRSUA0,PF_CA0030880_MIDIA_IA,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,Relacionamento_Ita_CPF_Anal_tico__dlm,cod_sexo__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,Sigla_Estado_Cliente__c
,,,,,ssot__Id__c
,,,,,Ultimo_Nome__c
,,85R4X000000XjrVUAS,PF_MADONA_PROMO_IA,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjrWUAS,PF_MADONA_PROMO_IP,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000Xjs4UAC,PF_MADONA_PROMO_IU_target,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjS6UAK,PF_CA0027961_JOI_ENGAJAMENTO_LATAM,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_badr_prod_crto__c
,,,,,cod_vrne_ccre_atul__c
,,,,,Dias_Prim_Comp__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjSBUA0,PCM_PJ_RELACIONAMENTO_CA-0031571_SF102038,Melhor_Conversa_Horizontal__dlm,cod_pltc_melh_cvsa__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,85R4X000000XjsdUAC,PF_CA0030618_MIDIA_IA,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,Relacionamento_Ita_CPF_Anal_tico__dlm,cod_sexo__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,Sigla_Estado_Cliente__c
,,,,,ssot__Id__c
,,,,,Ultimo_Nome__c
,,85R4X000000XjsiUAC,PF_CA0030618_MIDIA_IU,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,Relacionamento_Ita_CPF_Anal_tico__dlm,cod_sexo__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,Sigla_Estado_Cliente__c
,,,,,ssot__Id__c
,,,,,Ultimo_Nome__c
,,85R4X000000XjsnUAC,PF_CA0030618_MIDIA_IP,Modelo_Midias_Mensal__dlm,id_mboe__c
,,,,Relacionamento_Ita_CPF_Anal_tico__dlm,cod_sexo__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,Sigla_Estado_Cliente__c
,,,,,ssot__Id__c
,,,,,Ultimo_Nome__c
,,85R4X000000XjtbUAC,PF_CA0028102_JOI_INATIVIDADE_PASSAI,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Dias_da_ltima_compra__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjtCUAS,NCC_CA0027969_JOI_ENGAJAMENTO_PASSAI,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_badr_prod_crto__c
,,,,,Dias_Prim_Comp__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjTdUAK,PF_CA0031451_IAIUIP,ssot__Individual__dlm,Codigo_Segmento_Conta_Prioritaria__c
,,,,,GC_Universal__c
,,,,,Nome_Segmento__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjtHUAS,PF_CA-0032339_JOI_DESBLOQUEIO_PASSAI,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Dias_Abertura_Conta__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjTiUAK,pf_setup_cartao_Novo,Cadastro_Cartao_de_Credito__dlm,dat_soli_desb_crto__c
,,,,,Data_de_Entrega_do_Cart_o__c
,,,,,Data_Desbloqueio_Cart_o__c
,,,,,Data_Gera_o_Cart_o__c
,,,,,id__c
,,,,,Indicador_Desbloqueio_Cart_o__c
,,,,Info_de_Utiliza_o_Meios_de_Pagament__dlm,idt_utiz_crto_virt__c
,,,,,idt_utiz_wllt__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_prod_ccre__c
,,,,,Data_Primeira_Compra_Cart_o_Cr_dito__c
,,,,,vlr_limi_dspz_ccor__c
,,85R4X000000XjtMUAS,PF_CA0027969_JOI_ENGAJAMENTO_PASSAI,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,cod_badr_prod_crto__c
,,,,,Dias_Prim_Comp__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjtRUAS,NCC_CA0028102_JOI_INATIVIDADE_PASSAI,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Dias_da_ltima_compra__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjTTUA0,BASE_SQD_ATQ_PIX_TIT,Engajamento_Global_Pessoa_F_sica__dlm,vlr_rend_elto__c
,,,,Pagamento_PIX_Emissao__dlm,cod_chav_coro_clie_dstn__c
,,,,,cod_chav_coro_clie_orig__c
,,,,,cod_ispb_dstn__c
,,,,,cod_ispb_orig__c
,,,,,cod_situ_csld_trsf__c
,,,,,dat_hor_tran_finn__c
,,,,,vlr_tran_finn__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjtWUAS,PF_CA-0027832_JOI_ATIVACAO_PASSAI,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,dias_soli_desblo_cart__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000Xju0UAC,CART_CARRINHO_MOVA_ASSAI,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XjUbUAK,PJ_CA_31743,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XjUgUAK,OPTIN_WHATSAPP,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XjuKUAS,PF_CA-0027835_JOI_ATIVACAO_EXTRA,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,dias_soli_desblo_cart__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjuPUAS,PF_CA-0027839_JOI_ATIVACAO_VIVO,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,dias_soli_desblo_cart__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,Modelo_Midias_Mensal__dlm,sist_oper_dpst__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjUWUA0,NCC_CA-0032328_INATIVIDADE_CREDICARD_VQ,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Dias_da_ltima_compra__c
,,,,,Nmero_CHPRAS__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000Xjv3UAC,PF_CA-0027628_JOI_DESBLOQUEIO_EXTRA,Cadastro_Cartao_de_Credito__dlm,Chave_Produto__c
,,,,,id__c
,,,,,num_crto__c
,,,,informa_o_Cadastral_CHPRAS__dlm,Dias_Abertura_Conta__c
,,,,,Nmero_CHPRAS__c
,,,,,Nome_Produto_Parceiro__c
,,,,,vlr_limi_dspz_ccor__c
,,,,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,85R4X000000XjXVUA0,PF_SETUP_PORTABILIDADE_MC16_IA,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XjZbUAK,PF_CA0031310_IA_EM_PS,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjZgUAK,PF_CA0031310_IU_EM_PS,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjZqUAK,PF_CA0031310_IP_EM_PS,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjZRUA0,PF_CA0030750_IA_EM_PS_OK,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XjZvUAK,PF_IS_INV_POSSEPGBL_IAIUIP,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZAgUAO,RENEG_PREVENTIVO_ATRASO_OPC_ATE5,ssot__Individual__dlm,ssot__Id__c
,,,,TBHF9ME_RISC_PREV_GEST_ATIV__dlm,maor_atrs_clie__c
,,85R4X000000XZBtUAO,RENEG_PREVENTIVO_ATRASO_OPC_ATE15,ssot__Individual__dlm,ssot__Id__c
,,,,TBHF9ME_RISC_PREV_GEST_ATIV__dlm,maor_atrs_clie__c
,,85R4X000000XZCcUAO,RENEG_LEMBRETE_PROMESSA_SO_BPF,ssot__Individual__dlm,Codigo_Segmento_Conta_Prioritaria__c
,,,,,ssot__Id__c
,,85R4X000000XZCIUA4,RENEG_LEMBRETE_PROMESSA_BPF,ssot__Individual__dlm,Codigo_Segmento_Conta_Prioritaria__c
,,,,,ssot__Id__c
,,85R4X000000XZdOUAW,RENEG_PREV_BPF_GC,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XZdPUAW,RENEG_PREVENTIVO_GC,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XZeHUAW,Criterio_Saida_Consig_Carrinho,ssot__Individual__dlm,ssot__Id__c
,,85R4X000000XZf5UAG,RENEG_ELEGIBILIDADE_PCM_EMAIL,Melhor_Conversa_Horizontal__dlm,cod_chav_coro_clie__c
,,,,,nom_prod_melh_cvsa_1__c
,,,,,nom_prod_melh_cvsa_2__c
,,,,,nom_prod_melh_cvsa_3__c
,,,,,nom_prod_melh_cvsa_4__c
,,,,,nom_prod_melh_cvsa_5__c
,,,,ssot__Individual__dlm,Primeiro_Nome__c
,,,,TBFS4ME_CADA_CONT_CORE_CLIE__dlm,C_digo_Plataforma_Empresa_Segmento__c
,,,,,Cdigo_Gerente_Plataforma__c
,,,,,cod_agen_banc__c
,,,,,cod_sgto_cont_core_clie__c
,,,,,id__c
,,,,,int_cont_core__c
,,,,,Nmero_Digito_Auto_Conferncia__c
,,,,tbhf9me_info_cadl_gert_cont_pcm__dlm,cod_ddd_tel_unid_estr__c
,,,,,nom_emai_coro_cola__c
,,,,,nom_func__c
,,,,,num_funl_gert__c
,,,,,num_tel_unid_estr__c
,,85R4X000000XZIQUA4,PF_IS_LIS_ELEGMINAUMENTOCOMNDIAS_IU,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZIVUA4,PF_IS_LIS_ELEGMINAUMENTOSEMNDIAS_IU,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZjbUAG,PF_IS_CSG_CLIENTESPACONSIGNADOINSS_IAIUIP,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZQjUAO,PF_IS_CRE_NOVOPACLEAN_IU,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZQoUAO,PF_IS_CRE_NOVOPACLEAN_IP,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZQtUAO,PF_IS_CRE_NOVOPACLEAN_IA,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZraUAG,PF_IS_CRE_TOMADORESMERCADO_IA,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZRDUA4,PF_IS_CRE_AUMENTOPACLEAN_IU,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
,,85R4X000000XZrfUAG,PF_CA0021163_IP_SMS,ssot__Individual__dlm,GC_Universal__c
,,,,,Primeiro_Nome__c
,,,,,ssot__Id__c
,,85R4X000000XZRIUA4,PF_IS_CRE_AUMENTOPACLEAN_IP,ssot__Individual__dlm,IdPessoa__c
,,,,,ssot__Id__c
